participant verb noun landmark input hilo
participant53 stray discussion roam 7 low
participant53 stray eye digress 4 low
participant53 stray child roam 7 high
participant53 throb body shudder 4 low
participant53 throb head pulse 6 high
participant53 throb voice pulse 6 high
participant53 throb vein shudder 7 low
participant53 flare cigarette flame 7 high
participant53 flare eye erupt 7 low
participant53 flare argument flame 7 low
participant53 flare row erupt 7 high
participant53 rebound share rally 7 high
participant53 rebound ball ricochet 7 high
participant53 rebound shot rally 7 low
participant53 rebound optimism ricochet 6 low
participant53 flicker tongue flick 7 high
participant53 flicker screen waver 2 low
participant53 flicker hope waver 1 high
participant53 flicker interest flick 5 low
participant53 subside island lessen 7 low
participant53 subside fear sink 5 low
participant53 subside symptom lessen 7 high
participant53 subside flood sink 4 low
participant53 slump shoulder decline 7 low
participant53 slump sale decline 7 high
participant53 slump value slouch 7 low
participant53 slump man slouch 7 high
participant53 bow butler stoop 7 high
participant53 bow head submit 3 low
participant53 bow company stoop 1 low
participant53 bow government submit 6 high
participant53 erupt fountain flare 7 low
participant53 erupt storm burst 6 high
participant53 erupt conflict flare 7 high
participant53 erupt temper burst 7 low
participant53 recoil heart kick 1 low
participant53 recoil rifle flinch 2 low
participant53 recoil eye kick 1 low
participant53 recoil hand flinch 3 high
participant53 boom noise thunder 7 high
participant53 boom export thunder 6 low
participant53 boom gun prosper 4 low
participant53 boom sale prosper 7 high
participant53 reel industry stagger 4 high
participant53 reel mind stagger 6 low
participant53 reel head whirl 7 high
participant53 reel man whirl 5 low
participant53 chatter machine gabble 6 low
participant53 chatter girl click 5 low
participant53 chatter child gabble 7 high
participant53 chatter tooth click 7 high
participant53 glow fire beam 7 low
participant53 glow face burn 7 low
participant53 glow cigar burn 7 high
participant53 glow skin beam 7 high
participant52 stray thought digress 6 high
participant52 stray discussion roam 3 low
participant52 stray eye digress 3 low
participant52 stray child roam 2 high
participant52 throb body shudder 2 low
participant52 throb head pulse 6 high
participant52 throb voice pulse 4 high
participant52 throb vein shudder 3 low
participant52 flare cigarette flame 5 high
participant52 flare eye erupt 1 low
participant52 flare argument flame 3 low
participant52 flare row erupt 5 high
participant52 rebound shot rally 1 low
participant52 rebound ball ricochet 5 high
participant52 rebound share rally 5 high
participant52 rebound optimism ricochet 2 low
participant52 flicker screen waver 2 low
participant52 flicker tongue flick 2 high
participant52 flicker hope waver 3 high
participant52 flicker interest flick 2 low
participant52 slump shoulder decline 4 low
participant52 slump sale decline 5 high
participant52 slump value slouch 5 low
participant52 slump man slouch 4 high
participant52 bow butler stoop 4 high
participant52 bow head submit 3 low
participant52 bow company stoop 5 low
participant52 bow government submit 3 high
participant52 erupt fountain flare 1 low
participant52 erupt temper burst 5 low
participant52 erupt storm burst 6 high
participant52 erupt conflict flare 5 high
participant52 recoil heart kick 5 low
participant52 recoil hand flinch 6 high
participant52 recoil eye kick 1 low
participant52 recoil rifle flinch 3 low
participant52 boom noise thunder 6 high
participant52 boom export thunder 1 low
participant52 boom gun prosper 2 low
participant52 boom sale prosper 6 high
participant52 waver opinion falter 4 low
participant52 waver concentration fluctuate 3 high
participant52 waver courage falter 7 high
participant52 waver determination fluctuate 4 low
participant52 subside island lessen 1 low
participant52 subside fear sink 5 low
participant52 subside symptom lessen 6 high
participant52 subside flood sink 7 low
participant52 chatter machine gabble 2 low
participant52 chatter girl click 1 low
participant52 chatter child gabble 7 high
participant52 chatter tooth click 2 high
participant52 reel industry stagger 5 high
participant52 reel mind stagger 6 low
participant52 reel head whirl 3 high
participant52 reel man whirl 3 low
participant52 glow fire beam 1 low
participant52 glow skin beam 2 high
participant52 glow cigar burn 5 high
participant52 glow face burn 4 low
participant60 stray thought digress 7 high
participant60 stray discussion roam 3 low
participant60 stray eye digress 6 low
participant60 stray child roam 5 high
participant60 throb body shudder 3 low
participant60 throb head pulse 7 high
participant60 throb voice pulse 7 high
participant60 throb vein shudder 3 low
participant60 slump shoulder decline 4 low
participant60 slump sale decline 7 high
participant60 slump value slouch 5 low
participant60 slump man slouch 6 high
participant60 rebound share rally 3 high
participant60 rebound ball ricochet 7 high
participant60 rebound shot rally 5 low
participant60 rebound optimism ricochet 3 low
participant60 flicker tongue flick 7 high
participant60 flicker hope waver 5 high
participant60 flicker screen waver 3 low
participant60 flicker interest flick 7 low
participant60 subside flood sink 3 low
participant60 subside fear sink 5 low
participant60 subside symptom lessen 7 high
participant60 subside island lessen 2 low
participant60 bow butler stoop 6 high
participant60 bow head submit 4 low
participant60 bow company stoop 1 low
participant60 bow government submit 2 high
participant60 erupt fountain flare 5 low
participant60 erupt temper burst 3 low
participant60 erupt storm burst 3 high
participant60 erupt conflict flare 7 high
participant60 recoil heart kick 2 low
participant60 recoil hand flinch 3 high
participant60 recoil eye kick 1 low
participant60 recoil rifle flinch 5 low
participant60 boom noise thunder 7 high
participant60 boom export thunder 3 low
participant60 boom gun prosper 4 low
participant60 boom sale prosper 7 high
participant60 waver opinion falter 6 low
participant60 waver concentration fluctuate 7 high
participant60 waver courage falter 7 high
participant60 waver determination fluctuate 7 low
participant60 flare cigarette flame 5 high
participant60 flare eye erupt 3 low
participant60 flare argument flame 4 low
participant60 flare row erupt 7 high
participant60 chatter machine gabble 5 low
participant60 chatter girl click 2 low
participant60 chatter tooth click 3 high
participant60 chatter child gabble 6 high
participant60 reel head whirl 6 high
participant60 reel mind stagger 5 low
participant60 reel industry stagger 6 high
participant60 reel man whirl 3 low
participant60 glow skin beam 7 high
participant60 glow fire beam 2 low
participant60 glow cigar burn 6 high
participant60 glow face burn 7 low
participant38 stray thought digress 7 high
participant38 stray discussion roam 6 low
participant38 stray eye digress 2 low
participant38 stray child roam 4 high
participant38 throb body shudder 3 low
participant38 throb head pulse 6 high
participant38 throb voice pulse 5 high
participant38 throb vein shudder 3 low
participant38 chatter machine gabble 4 low
participant38 chatter girl click 1 low
participant38 chatter child gabble 2 high
participant38 chatter tooth click 7 high
participant38 rebound share rally 7 high
participant38 rebound ball ricochet 6 high
participant38 rebound shot rally 2 low
participant38 rebound optimism ricochet 6 low
participant38 flicker screen waver 4 low
participant38 flicker interest flick 6 low
participant38 flicker tongue flick 5 high
participant38 flicker hope waver 2 high
participant38 subside flood sink 2 low
participant38 subside fear sink 6 low
participant38 subside symptom lessen 6 high
participant38 subside island lessen 2 low
participant38 slump shoulder decline 6 low
participant38 slump sale decline 7 high
participant38 slump value slouch 2 low
participant38 slump man slouch 4 high
participant38 bow butler stoop 2 high
participant38 bow company stoop 3 low
participant38 bow head submit 5 low
participant38 bow government submit 7 high
participant38 erupt storm burst 2 high
participant38 erupt fountain flare 5 low
participant38 erupt temper burst 7 low
participant38 erupt conflict flare 6 high
participant38 recoil heart kick 2 low
participant38 recoil hand flinch 6 high
participant38 recoil eye kick 6 low
participant38 recoil rifle flinch 2 low
participant38 boom noise thunder 5 high
participant38 boom export thunder 2 low
participant38 boom sale prosper 7 high
participant38 boom gun prosper 2 low
participant38 waver opinion falter 6 low
participant38 waver concentration fluctuate 2 high
participant38 waver courage falter 5 high
participant38 waver determination fluctuate 4 low
participant38 flare cigarette flame 6 high
participant38 flare eye erupt 2 low
participant38 flare argument flame 4 low
participant38 flare row erupt 6 high
participant38 reel head whirl 6 high
participant38 reel mind stagger 6 low
participant38 reel industry stagger 5 high
participant38 reel man whirl 6 low
participant38 glow fire beam 5 low
participant38 glow skin beam 3 high
participant38 glow cigar burn 5 high
participant38 glow face burn 3 low
participant59 stray thought digress 6 high
participant59 stray discussion roam 4 low
participant59 stray eye digress 3 low
participant59 stray child roam 5 high
participant59 throb body shudder 4 low
participant59 throb head pulse 4 high
participant59 throb voice pulse 5 high
participant59 throb vein shudder 2 low
participant59 flare cigarette flame 3 high
participant59 flare eye erupt 2 low
participant59 flare argument flame 5 low
participant59 flare row erupt 5 high
participant59 rebound shot rally 2 low
participant59 rebound ball ricochet 6 high
participant59 rebound share rally 6 high
participant59 rebound optimism ricochet 3 low
participant59 flicker screen waver 6 low
participant59 flicker interest flick 2 low
participant59 flicker tongue flick 5 high
participant59 flicker hope waver 5 high
participant59 subside flood sink 6 low
participant59 subside fear sink 5 low
participant59 subside symptom lessen 7 high
participant59 subside island lessen 2 low
participant59 slump shoulder decline 3 low
participant59 slump sale decline 5 high
participant59 slump value slouch 3 low
participant59 slump man slouch 5 high
participant59 bow butler stoop 3 high
participant59 bow head submit 2 low
participant59 bow company stoop 2 low
participant59 bow government submit 7 high
participant59 erupt fountain flare 2 low
participant59 erupt temper burst 5 low
participant59 erupt storm burst 6 high
participant59 erupt conflict flare 5 high
participant59 recoil heart kick 1 low
participant59 recoil hand flinch 6 high
participant59 recoil eye kick 1 low
participant59 recoil rifle flinch 3 low
participant59 boom noise thunder 6 high
participant59 boom export thunder 3 low
participant59 boom sale prosper 5 high
participant59 boom gun prosper 1 low
participant59 waver opinion falter 5 low
participant59 waver concentration fluctuate 5 high
participant59 waver courage falter 7 high
participant59 waver determination fluctuate 5 low
participant59 chatter machine gabble 7 low
participant59 chatter girl click 1 low
participant59 chatter tooth click 4 high
participant59 chatter child gabble 6 high
participant59 reel head whirl 7 high
participant59 reel mind stagger 4 low
participant59 reel industry stagger 3 high
participant59 reel man whirl 3 low
participant59 glow fire beam 2 low
participant59 glow skin beam 2 high
participant59 glow cigar burn 4 high
participant59 glow face burn 4 low
participant58 stray thought digress 7 high
participant58 stray discussion roam 7 low
participant58 stray eye digress 4 low
participant58 stray child roam 3 high
participant58 throb body shudder 5 low
participant58 throb head pulse 3 high
participant58 throb voice pulse 3 high
participant58 throb vein shudder 2 low
participant58 flare cigarette flame 7 high
participant58 flare eye erupt 5 low
participant58 flare argument flame 6 low
participant58 flare row erupt 7 high
participant58 rebound share rally 7 high
participant58 rebound ball ricochet 7 high
participant58 rebound shot rally 2 low
participant58 rebound optimism ricochet 5 low
participant58 flicker tongue flick 2 high
participant58 flicker hope waver 7 high
participant58 flicker screen waver 7 low
participant58 flicker interest flick 3 low
participant58 subside flood sink 2 low
participant58 subside fear sink 2 low
participant58 subside symptom lessen 7 high
participant58 subside island lessen 2 low
participant58 slump shoulder decline 5 low
participant58 slump sale decline 6 high
participant58 slump value slouch 1 low
participant58 slump man slouch 7 high
participant58 bow butler stoop 4 high
participant58 bow head submit 7 low
participant58 bow company stoop 2 low
participant58 bow government submit 7 high
participant58 erupt storm burst 7 high
participant58 erupt fountain flare 7 low
participant58 erupt temper burst 7 low
participant58 erupt conflict flare 7 high
participant58 recoil heart kick 3 low
participant58 recoil hand flinch 5 high
participant58 recoil eye kick 3 low
participant58 recoil rifle flinch 6 low
participant58 boom noise thunder 7 high
participant58 boom export thunder 5 low
participant58 boom sale prosper 7 high
participant58 boom gun prosper 1 low
participant58 waver opinion falter 6 low
participant58 waver concentration fluctuate 7 high
participant58 waver courage falter 7 high
participant58 waver determination fluctuate 7 low
participant58 chatter machine gabble 7 low
participant58 chatter girl click 1 low
participant58 chatter child gabble 7 high
participant58 chatter tooth click 2 high
participant58 reel head whirl 7 high
participant58 reel mind stagger 2 low
participant58 reel industry stagger 7 high
participant58 reel man whirl 5 low
participant58 glow fire beam 6 low
participant58 glow skin beam 6 high
participant58 glow cigar burn 7 high
participant58 glow face burn 7 low
participant1 stray thought roam 2 low
participant1 stray discussion digress 6 high
participant1 stray eye roam 1 high
participant1 stray child digress 1 low
participant1 reel head stagger 4 low
participant1 reel mind whirl 5 high
participant1 reel industry whirl 2 low
participant1 reel man stagger 5 high
participant1 flare cigarette erupt 1 low
participant1 flare eye flame 2 high
participant1 flare argument erupt 6 high
participant1 flare row flame 2 low
participant1 rebound share ricochet 1 low
participant1 rebound ball rally 1 low
participant1 rebound shot ricochet 4 high
participant1 rebound optimism rally 2 high
participant1 flicker tongue waver 3 low
participant1 flicker hope flick 2 low
participant1 flicker screen flick 5 high
participant1 flicker interest waver 3 high
participant1 slump shoulder slouch 5 high
participant1 slump sale slouch 3 low
participant1 slump value decline 5 high
participant1 slump man decline 1 low
participant1 bow butler submit 1 low
participant1 bow head stoop 3 high
participant1 bow company submit 4 high
participant1 bow government stoop 4 low
participant1 throb body pulse 5 high
participant1 throb head shudder 2 low
participant1 throb voice shudder 2 low
participant1 throb vein pulse 7 high
participant1 erupt storm flare 5 low
participant1 erupt fountain burst 2 high
participant1 erupt temper flare 6 high
participant1 erupt conflict burst 1 low
participant1 recoil heart flinch 3 high
participant1 recoil rifle kick 6 high
participant1 recoil eye flinch 4 high
participant1 recoil hand kick 1 low
participant1 boom noise prosper 1 low
participant1 boom export prosper 6 high
participant1 boom sale thunder 1 low
participant1 boom gun thunder 3 high
participant1 waver opinion fluctuate 3 high
participant1 waver concentration falter 6 low
participant1 waver courage fluctuate 3 low
participant1 waver determination falter 5 high
participant1 subside flood lessen 4 high
participant1 subside fear lessen 6 high
participant1 subside symptom sink 2 low
participant1 subside island sink 6 high
participant1 chatter machine click 7 high
participant1 chatter girl gabble 5 high
participant1 chatter child click 2 low
participant1 chatter tooth gabble 1 low
participant1 glow fire burn 6 high
participant1 glow skin burn 5 low
participant1 glow cigar beam 2 low
participant1 glow face beam 4 high
participant3 stray thought roam 5 low
participant3 stray discussion digress 5 high
participant3 stray eye roam 6 high
participant3 stray child digress 2 low
participant3 throb body pulse 4 high
participant3 throb head shudder 3 low
participant3 throb voice shudder 3 low
participant3 throb vein pulse 5 high
participant3 flare cigarette erupt 2 low
participant3 flare eye flame 2 high
participant3 flare argument erupt 4 high
participant3 flare row flame 2 low
participant3 rebound share ricochet 1 low
participant3 rebound ball rally 1 low
participant3 rebound shot ricochet 5 high
participant3 rebound optimism rally 2 high
participant3 flicker tongue waver 1 low
participant3 flicker screen flick 2 high
participant3 flicker interest waver 4 high
participant3 flicker hope flick 1 low
participant3 slump shoulder slouch 5 high
participant3 slump sale slouch 2 low
participant3 slump value decline 6 high
participant3 slump man decline 1 low
participant3 bow butler submit 2 low
participant3 bow head stoop 5 high
participant3 bow company submit 2 high
participant3 bow government stoop 2 low
participant3 erupt fountain burst 2 high
participant3 erupt conflict burst 1 low
participant3 erupt storm flare 2 low
participant3 erupt temper flare 4 high
participant3 recoil heart flinch 3 high
participant3 recoil rifle kick 4 high
participant3 recoil eye flinch 2 high
participant3 recoil hand kick 1 low
participant3 boom noise prosper 1 low
participant3 boom export prosper 5 high
participant3 boom sale thunder 2 low
participant3 boom gun thunder 3 high
participant3 waver opinion fluctuate 6 high
participant3 waver concentration falter 6 low
participant3 waver courage fluctuate 3 low
participant3 waver determination falter 5 high
participant3 subside island sink 6 high
participant3 subside fear lessen 6 high
participant3 subside symptom sink 2 low
participant3 subside flood lessen 6 high
participant3 chatter machine click 3 high
participant3 chatter girl gabble 4 high
participant3 chatter tooth gabble 1 low
participant3 chatter child click 1 low
participant3 reel industry whirl 5 low
participant3 reel mind whirl 5 high
participant3 reel head stagger 2 low
participant3 reel man stagger 6 high
participant3 glow fire burn 5 high
participant3 glow skin burn 2 low
participant3 glow cigar beam 2 low
participant3 glow face beam 6 high
participant2 stray thought roam 7 low
participant2 stray discussion digress 6 high
participant2 stray eye roam 6 high
participant2 stray child digress 1 low
participant2 throb body pulse 1 high
participant2 throb head shudder 1 low
participant2 throb voice shudder 3 low
participant2 throb vein pulse 7 high
participant2 subside flood lessen 7 high
participant2 subside fear lessen 6 high
participant2 subside symptom sink 4 low
participant2 subside island sink 3 high
participant2 rebound share ricochet 2 low
participant2 rebound ball rally 4 low
participant2 rebound shot ricochet 7 high
participant2 rebound optimism rally 6 high
participant2 flicker tongue waver 2 low
participant2 flicker interest waver 6 high
participant2 flicker screen flick 3 high
participant2 flicker hope flick 3 low
participant2 slump shoulder slouch 6 high
participant2 slump sale slouch 7 low
participant2 slump value decline 6 high
participant2 slump man decline 1 low
participant2 bow butler submit 3 low
participant2 bow head stoop 6 high
participant2 bow company submit 5 high
participant2 bow government stoop 3 low
participant2 erupt fountain burst 5 high
participant2 erupt temper flare 5 high
participant2 erupt storm flare 4 low
participant2 erupt conflict burst 6 low
participant2 recoil heart flinch 5 high
participant2 recoil hand kick 1 low
participant2 recoil eye flinch 2 high
participant2 recoil rifle kick 6 high
participant2 boom noise prosper 3 low
participant2 boom export prosper 6 high
participant2 boom gun thunder 6 high
participant2 boom sale thunder 2 low
participant2 waver opinion fluctuate 5 high
participant2 waver concentration falter 6 low
participant2 waver courage fluctuate 3 low
participant2 waver determination falter 6 high
participant2 flare cigarette erupt 6 low
participant2 flare eye flame 6 high
participant2 flare argument erupt 6 high
participant2 flare row flame 6 low
participant2 chatter machine click 6 high
participant2 chatter girl gabble 6 high
participant2 chatter tooth gabble 2 low
participant2 chatter child click 1 low
participant2 reel industry whirl 6 low
participant2 reel mind whirl 2 high
participant2 reel head stagger 1 low
participant2 reel man stagger 5 high
participant2 glow fire burn 6 high
participant2 glow face beam 6 high
participant2 glow cigar beam 4 low
participant2 glow skin burn 2 low
participant5 stray thought roam 5 low
participant5 stray discussion digress 5 high
participant5 stray eye roam 6 high
participant5 stray child digress 2 low
participant5 throb body pulse 5 high
participant5 throb head shudder 2 low
participant5 throb voice shudder 4 low
participant5 throb vein pulse 7 high
participant5 flare cigarette erupt 5 low
participant5 flare eye flame 5 high
participant5 flare argument erupt 6 high
participant5 flare row flame 5 low
participant5 rebound share ricochet 4 low
participant5 rebound ball rally 2 low
participant5 rebound shot ricochet 6 high
participant5 rebound optimism rally 5 high
participant5 flicker screen flick 1 high
participant5 flicker interest waver 5 high
participant5 flicker tongue waver 4 low
participant5 flicker hope flick 2 low
participant5 slump shoulder slouch 6 high
participant5 slump sale slouch 1 low
participant5 slump value decline 6 high
participant5 slump man decline 3 low
participant5 bow butler submit 3 low
participant5 bow head stoop 4 high
participant5 bow company submit 6 high
participant5 bow government stoop 4 low
participant5 erupt fountain burst 5 high
participant5 erupt conflict burst 5 low
participant5 erupt storm flare 6 low
participant5 erupt temper flare 6 high
participant5 recoil heart flinch 4 high
participant5 recoil rifle kick 6 high
participant5 recoil eye flinch 5 high
participant5 recoil hand kick 2 low
participant5 boom noise prosper 1 low
participant5 boom export prosper 6 high
participant5 boom sale thunder 2 low
participant5 boom gun thunder 6 high
participant5 waver opinion fluctuate 6 high
participant5 waver concentration falter 5 low
participant5 waver courage fluctuate 3 low
participant5 waver determination falter 6 high
participant5 subside island sink 2 high
participant5 subside fear lessen 6 high
participant5 subside symptom sink 2 low
participant5 subside flood lessen 7 high
participant5 reel head stagger 1 low
participant5 reel mind whirl 5 high
participant5 reel industry whirl 1 low
participant5 reel man stagger 5 high
participant5 chatter machine click 2 high
participant5 chatter girl gabble 5 high
participant5 chatter child click 1 low
participant5 chatter tooth gabble 2 low
participant5 glow fire burn 4 high
participant5 glow face beam 7 high
participant5 glow cigar beam 1 low
participant5 glow skin burn 3 low
participant4 stray thought roam 4 low
participant4 stray discussion digress 6 high
participant4 stray eye roam 4 high
participant4 stray child digress 3 low
participant4 throb body pulse 6 high
participant4 throb head shudder 3 low
participant4 throb voice shudder 3 low
participant4 throb vein pulse 7 high
participant4 subside island sink 7 high
participant4 subside fear lessen 6 high
participant4 subside symptom sink 1 low
participant4 subside flood lessen 7 high
participant4 rebound shot ricochet 6 high
participant4 rebound ball rally 3 low
participant4 rebound share ricochet 1 low
participant4 rebound optimism rally 4 high
participant4 flicker screen flick 4 high
participant4 flicker tongue waver 2 low
participant4 flicker hope flick 1 low
participant4 flicker interest waver 3 high
participant4 slump shoulder slouch 7 high
participant4 slump sale slouch 2 low
participant4 slump value decline 6 high
participant4 slump man decline 1 low
participant4 bow butler submit 1 low
participant4 bow head stoop 2 high
participant4 bow company submit 2 high
participant4 bow government stoop 5 low
participant4 erupt fountain burst 1 high
participant4 erupt temper flare 7 high
participant4 erupt storm flare 4 low
participant4 erupt conflict burst 2 low
participant4 recoil heart flinch 3 high
participant4 recoil rifle kick 6 high
participant4 recoil eye flinch 4 high
participant4 recoil hand kick 1 low
participant4 boom noise prosper 1 low
participant4 boom export prosper 5 high
participant4 boom sale thunder 1 low
participant4 boom gun thunder 7 high
participant4 waver opinion fluctuate 5 high
participant4 waver concentration falter 5 low
participant4 waver courage fluctuate 3 low
participant4 waver determination falter 6 high
participant4 flare cigarette erupt 1 low
participant4 flare eye flame 6 high
participant4 flare argument erupt 4 high
participant4 flare row flame 2 low
participant4 chatter machine click 5 high
participant4 chatter girl gabble 5 high
participant4 chatter tooth gabble 1 low
participant4 chatter child click 1 low
participant4 reel industry whirl 1 low
participant4 reel mind whirl 4 high
participant4 reel head stagger 1 low
participant4 reel man stagger 5 high
participant4 glow skin burn 2 low
participant4 glow fire burn 5 high
participant4 glow cigar beam 1 low
participant4 glow face beam 4 high
participant7 stray thought roam 6 low
participant7 stray discussion digress 6 high
participant7 stray eye roam 6 high
participant7 stray child digress 4 low
participant7 throb body pulse 7 high
participant7 throb head shudder 1 low
participant7 throb voice shudder 2 low
participant7 throb vein pulse 7 high
participant7 flare cigarette erupt 3 low
participant7 flare eye flame 5 high
participant7 flare argument erupt 6 high
participant7 flare row flame 5 low
participant7 rebound share ricochet 1 low
participant7 rebound ball rally 5 low
participant7 rebound shot ricochet 6 high
participant7 rebound optimism rally 5 high
participant7 flicker screen flick 5 high
participant7 flicker tongue waver 2 low
participant7 flicker hope flick 5 low
participant7 flicker interest waver 3 high
participant7 slump shoulder slouch 7 high
participant7 slump sale slouch 6 low
participant7 slump value decline 5 high
participant7 slump man decline 1 low
participant7 bow butler submit 1 low
participant7 bow head stoop 6 high
participant7 bow company submit 5 high
participant7 bow government stoop 3 low
participant7 erupt fountain burst 3 high
participant7 erupt storm flare 5 low
participant7 erupt conflict burst 7 low
participant7 erupt temper flare 4 high
participant7 recoil heart flinch 2 high
participant7 recoil hand kick 3 low
participant7 recoil eye flinch 5 high
participant7 recoil rifle kick 6 high
participant7 boom noise prosper 1 low
participant7 boom export prosper 6 high
participant7 boom gun thunder 5 high
participant7 boom sale thunder 6 low
participant7 waver opinion fluctuate 6 high
participant7 waver concentration falter 6 low
participant7 waver courage fluctuate 4 low
participant7 waver determination falter 7 high
participant7 subside island sink 2 high
participant7 subside fear lessen 7 high
participant7 subside symptom sink 2 low
participant7 subside flood lessen 6 high
participant7 reel head stagger 1 low
participant7 reel mind whirl 2 high
participant7 reel industry whirl 3 low
participant7 reel man stagger 5 high
participant7 chatter machine click 5 high
participant7 chatter girl gabble 2 high
participant7 chatter tooth gabble 3 low
participant7 chatter child click 2 low
participant7 glow fire burn 1 high
participant7 glow face beam 5 high
participant7 glow cigar beam 1 low
participant7 glow skin burn 1 low
participant6 subside flood lessen 7 high
participant6 subside fear lessen 7 high
participant6 subside symptom sink 2 low
participant6 subside island sink 6 high
participant6 stray thought roam 7 low
participant6 stray discussion digress 7 high
participant6 stray eye roam 7 high
participant6 stray child digress 6 low
participant6 throb body pulse 7 high
participant6 throb head shudder 4 low
participant6 throb voice shudder 4 low
participant6 throb vein pulse 6 high
participant6 reel head stagger 5 low
participant6 reel mind whirl 6 high
participant6 reel industry whirl 5 low
participant6 reel man stagger 2 high
participant6 rebound shot ricochet 7 high
participant6 rebound ball rally 2 low
participant6 rebound share ricochet 4 low
participant6 rebound optimism rally 3 high
participant6 flicker screen flick 5 high
participant6 flicker tongue waver 7 low
participant6 flicker interest waver 6 high
participant6 flicker hope flick 1 low
participant6 slump shoulder slouch 7 high
participant6 slump sale slouch 6 low
participant6 slump value decline 7 high
participant6 slump man decline 4 low
participant6 bow butler submit 1 low
participant6 bow company submit 2 high
participant6 bow head stoop 7 high
participant6 bow government stoop 3 low
participant6 erupt storm flare 4 low
participant6 erupt fountain burst 2 high
participant6 erupt temper flare 6 high
participant6 erupt conflict burst 5 low
participant6 recoil heart flinch 2 high
participant6 recoil hand kick 1 low
participant6 recoil eye flinch 1 high
participant6 recoil rifle kick 3 high
participant6 boom noise prosper 3 low
participant6 boom export prosper 7 high
participant6 boom gun thunder 6 high
participant6 boom sale thunder 3 low
participant6 waver opinion fluctuate 7 high
participant6 waver concentration falter 6 low
participant6 waver courage fluctuate 5 low
participant6 waver determination falter 7 high
participant6 flare cigarette erupt 3 low
participant6 flare eye flame 2 high
participant6 flare argument erupt 5 high
participant6 flare row flame 2 low
participant6 chatter machine click 6 high
participant6 chatter girl gabble 5 high
participant6 chatter child click 3 low
participant6 chatter tooth gabble 2 low
participant6 glow fire burn 3 high
participant6 glow face beam 6 high
participant6 glow cigar beam 5 low
participant6 glow skin burn 4 low
participant9 stray thought roam 6 low
participant9 stray discussion digress 7 high
participant9 stray eye roam 6 high
participant9 stray child digress 3 low
participant9 throb body pulse 7 high
participant9 throb head shudder 2 low
participant9 throb voice shudder 3 low
participant9 throb vein pulse 7 high
participant9 reel head stagger 2 low
participant9 reel mind whirl 6 high
participant9 reel industry whirl 4 low
participant9 reel man stagger 7 high
participant9 rebound share ricochet 3 low
participant9 rebound ball rally 2 low
participant9 rebound shot ricochet 7 high
participant9 rebound optimism rally 5 high
participant9 flicker tongue waver 3 low
participant9 flicker screen flick 6 high
participant9 flicker hope flick 2 low
participant9 flicker interest waver 6 high
participant9 slump shoulder slouch 7 high
participant9 slump sale slouch 3 low
participant9 slump value decline 7 high
participant9 slump man decline 2 low
participant9 bow butler submit 4 low
participant9 bow head stoop 1 high
participant9 bow company submit 5 high
participant9 bow government stoop 5 low
participant9 flare cigarette erupt 3 low
participant9 flare eye flame 5 high
participant9 flare argument erupt 6 high
participant9 flare row flame 2 low
participant9 erupt fountain burst 2 high
participant9 erupt conflict burst 3 low
participant9 erupt storm flare 6 low
participant9 erupt temper flare 7 high
participant9 recoil heart flinch 3 high
participant9 recoil hand kick 2 low
participant9 recoil eye flinch 3 high
participant9 recoil rifle kick 7 high
participant9 boom noise prosper 2 low
participant9 boom export prosper 7 high
participant9 boom sale thunder 4 low
participant9 boom gun thunder 7 high
participant9 waver opinion fluctuate 7 high
participant9 waver concentration falter 6 low
participant9 waver courage fluctuate 6 low
participant9 waver determination falter 7 high
participant9 subside flood lessen 7 high
participant9 subside fear lessen 7 high
participant9 subside symptom sink 1 low
participant9 subside island sink 2 high
participant9 chatter machine click 5 high
participant9 chatter girl gabble 5 high
participant9 chatter child click 4 low
participant9 chatter tooth gabble 1 low
participant9 glow fire burn 6 high
participant9 glow face beam 5 high
participant9 glow cigar beam 2 low
participant9 glow skin burn 2 low
participant8 stray thought roam 5 low
participant8 stray discussion digress 7 high
participant8 stray eye roam 5 high
participant8 stray child digress 3 low
participant8 slump shoulder slouch 7 high
participant8 slump sale slouch 3 low
participant8 slump value decline 6 high
participant8 slump man decline 2 low
participant8 flare cigarette erupt 2 low
participant8 flare eye flame 3 high
participant8 flare argument erupt 5 high
participant8 flare row flame 4 low
participant8 rebound shot ricochet 6 high
participant8 rebound ball rally 2 low
participant8 rebound share ricochet 2 low
participant8 rebound optimism rally 6 high
participant8 flicker screen flick 4 high
participant8 flicker hope flick 3 low
participant8 flicker tongue waver 2 low
participant8 flicker interest waver 3 high
participant8 subside flood lessen 7 high
participant8 subside fear lessen 7 high
participant8 subside symptom sink 2 low
participant8 subside island sink 4 high
participant8 bow butler submit 5 low
participant8 bow company submit 3 high
participant8 bow head stoop 3 high
participant8 bow government stoop 1 low
participant8 throb body pulse 5 high
participant8 throb head shudder 3 low
participant8 throb voice shudder 5 low
participant8 throb vein pulse 6 high
participant8 erupt fountain burst 5 high
participant8 erupt conflict burst 3 low
participant8 erupt storm flare 4 low
participant8 erupt temper flare 6 high
participant8 recoil heart flinch 3 high
participant8 recoil rifle kick 6 high
participant8 recoil eye flinch 4 high
participant8 recoil hand kick 3 low
participant8 boom noise prosper 2 low
participant8 boom export prosper 6 high
participant8 boom sale thunder 3 low
participant8 boom gun thunder 3 high
participant8 waver opinion fluctuate 5 high
participant8 waver concentration falter 7 low
participant8 waver courage fluctuate 6 low
